>
-74.0000000000	-64.4290354030
-73.9907798770	-64.4242992400
-73.9785281680	-64.4194170170
-73.9768317100	-64.4187409900
-73.9763488770	-64.4185485840
-73.9618797300	-64.4128093720
-73.9589753550	-64.4116635920
-73.9473800660	-64.4070892330
-73.9328498840	-64.4013786320
-73.9182987210	-64.3956794740
-73.9089671850	-64.3920487820
-73.9036998750	-64.3899993900
-73.8890895840	-64.3843288420
-73.8744297030	-64.3786792760
-73.8597602840	-64.3730297090
-73.8450298310	-64.3674087520
-73.8356412300	-64.3638250750
-73.8303089140	-64.3617897030
-73.8155193330	-64.3561897280
-73.8007392880	-64.3505992890
-73.7858886720	-64.3450298310
-73.7710399630	-64.3394699100
-73.7561397550	-64.3339290620
-73.7412300110	-64.3283901210
-73.7315279800	-64.3248167950
-73.7262687680	-64.3228797910
-73.7112998960	-64.3173694610
-73.6962795260	-64.3118896480
-73.6812400820	-64.3064098360
-73.6661701200	-64.3009490970
-73.6510791780	-64.2954998020
-73.6359500890	-64.2900695800
-73.6208000180	-64.2846488950
-73.6056098940	-64.2792491910
-73.5903987880	-64.2738494870
-73.5751495360	-64.2684803010
-73.5598793030	-64.2631187440
-73.5445804600	-64.2577686310
-73.5292587280	-64.2524394990
-73.5138988490	-64.2471199040
-73.4985103610	-64.2418193820
-73.4830989840	-64.2365303040
-73.4676589970	-64.2312488560
-73.4521903990	-64.2259902950
-73.4366893770	-64.2207489010
-73.4211692810	-64.2155189510
-73.4056091310	-64.2103004460
-73.3900394440	-64.2050991060
-73.3744201660	-64.1999187470
-73.3587894440	-64.1947402950
-73.3431186680	-64.1895904540
-73.3274402620	-64.1844387050
-73.3117103580	-64.1793193820
-73.2959690090	-64.1742000580
-73.2801895140	-64.1691093440
-73.2643985750	-64.1640186310
-73.2485694890	-64.1589603420
-73.2405490880	-64.1514701840
-73.2347297670	-64.1432800290
-73.2288703920	-64.1350994110
-73.2229595180	-64.1269187930
-73.2170085910	-64.1187496190
-73.2110099790	-64.1105804440
-73.2049694060	-64.1024093630
-73.1988697050	-64.0942497250
-73.1927394870	-64.0860900880
-73.1865501400	-64.0779399870
-73.1803188320	-64.0697898860
-73.1740303040	-64.0616493230
-73.1677303310	-64.0535087590
-73.1613388060	-64.0453796390
-73.1549396510	-64.0372390750
-73.1484603880	-64.0291194920
-73.1419792180	-64.0209903720
-73.1353988650	-64.0128803250
-73.1288204190	-64.0047702790
-73.1221599580	-63.9966602330
-73.1154804230	-63.9885597230
-73.1087303160	-63.9804592130
-73.1019592290	-63.9723701480
-73.0951099400	-63.9642887120
-73.0882492070	-63.9561996460
-73.0813198090	-63.9481296540
-73.0743598940	-63.9400596620
