>
-32.4384734400	-61.6706227270
-32.4403250000	-61.6695666670
-32.4429277780	-61.6680833330
-32.4455277780	-61.6665972220
-32.4481277780	-61.6651111110
-32.4507250000	-61.6636250000
-32.4533194440	-61.6621361110
-32.4559111110	-61.6606472220
-32.4585027780	-61.6591583330
-32.4610916670	-61.6576666670
-32.4636777780	-61.6561777780
-32.4662611110	-61.6546833330
-32.4688444440	-61.6531916670
-32.4714250000	-61.6517000000
-32.4740027780	-61.6502055560
-32.4765777780	-61.6487111110
-32.4791527780	-61.6472138890
-32.4817250000	-61.6457194440
-32.4842944440	-61.6442222220
-32.4868611110	-61.6427222220
-32.4894277780	-61.6412250000
-32.4919916670	-61.6397250000
-32.4945527780	-61.6382250000
-32.4971111110	-61.6367250000
-32.4996694440	-61.6352222220
-32.5022250000	-61.6337194440
-32.5047777780	-61.6322166670
-32.5073277780	-61.6307138890
-32.5098777780	-61.6292083330
-32.5124250000	-61.6277027780
-32.5149694440	-61.6261972220
-32.5175111110	-61.6246916670
-32.5200527780	-61.6231833330
-32.5225916670	-61.6216750000
-32.5251277780	-61.6201638890
-32.5276611110	-61.6186555560
-32.5301944440	-61.6171444440
-32.5327250000	-61.6156333330
-32.5352527780	-61.6141222220
-32.5377777780	-61.6126083330
-32.5403027780	-61.6110944440
-32.5428250000	-61.6095805560
-32.5453444440	-61.6080638890
-32.5456402380	-61.6078859560
-32.5478611110	-61.6065500000
-32.5503777780	-61.6050333330
-32.5528916670	-61.6035166670
-32.5554027780	-61.6019972220
-32.5579111110	-61.6004777780
-32.5604194440	-61.5989583330
-32.5629250000	-61.5974388890
-32.5654277780	-61.5959166670
-32.5679277780	-61.5943972220
-32.5704277780	-61.5928722220
-32.5729222220	-61.5913500000
-32.5754166670	-61.5898250000
-32.5779111110	-61.5883000000
-32.5804000000	-61.5867750000
-32.5828888890	-61.5852500000
-32.5853750000	-61.5837222220
-32.5878583330	-61.5821944440
-32.5903416670	-61.5806666670
-32.5928222220	-61.5791388890
-32.5953000000	-61.5776083330
-32.5977750000	-61.5760777780
-32.6002472220	-61.5745472220
-32.6027194440	-61.5730138890
-32.6051888890	-61.5714805560
-32.6076555560	-61.5699472220
-32.6101194440	-61.5684138890
-32.6125833330	-61.5668777780
-32.6150444440	-61.5653416670
-32.6175027780	-61.5638055560
-32.6199611110	-61.5622694440
-32.6224138890	-61.5607305560
-32.6248666670	-61.5591916670
-32.6273166670	-61.5576527780
-32.6297638890	-61.5561138890
-32.6322111110	-61.5545722220
-32.6346555560	-61.5530305560
-32.6370972220	-61.5514888890
-32.6395361110	-61.5499472220
-32.6419750000	-61.5484027780
-32.6444083330	-61.5468583330
-32.6468416670	-61.5453138890
-32.6492750000	-61.5437666670
-32.6517027780	-61.5422194440
-32.6541305560	-61.5406722220
-32.6565555560	-61.5391250000
-32.6589777780	-61.5375777780
-32.6613972220	-61.5360277780
-32.6638166670	-61.5344777780
-32.6662333330	-61.5329277780
-32.6686472220	-61.5313750000
-32.6710583330	-61.5298222220
-32.6734694440	-61.5282694440
-32.6758777780	-61.5267166670
-32.6782833330	-61.5251611110
-32.6806861110	-61.5236055560
-32.6830861110	-61.5220500000
-32.6854861110	-61.5204944440
-32.6878833330	-61.5189361110
-32.6902777780	-61.5173805560
-32.6926722220	-61.5158194440
-32.6950611110	-61.5142611110
-32.6974500000	-61.5127027780
-32.6998388890	-61.5111416670
-32.7022222220	-61.5095805560
-32.7046027780	-61.5080166670
-32.7069833330	-61.5064555560
-32.7093611110	-61.5048916670
-32.7117388890	-61.5033277780
-32.7141111110	-61.5017611110
-32.7164833330	-61.5001972220
-32.7188527780	-61.4986305560
-32.7212194440	-61.4970638890
-32.7235833330	-61.4954944440
-32.7259472220	-61.4939277780
-32.7283083330	-61.4923583330
-32.7306666670	-61.4907888890
-32.7330222220	-61.4892166670
-32.7353777780	-61.4876444440
-32.7377305560	-61.4860750000
-32.7400805560	-61.4845000000
-32.7424277780	-61.4829277780
-32.7447722220	-61.4813527780
-32.7471166670	-61.4797805560
-32.7494583330	-61.4782027780
-32.7517972220	-61.4766277780
-32.7541361110	-61.4750500000
-32.7564694440	-61.4734750000
-32.7588027780	-61.4718944440
-32.7611333330	-61.4703166670
-32.7634611110	-61.4687361110
-32.7657888890	-61.4671583330
-32.7681138890	-61.4655750000
-32.7704333330	-61.4639944440
-32.7727555560	-61.4624111110
-32.7750722220	-61.4608305560
-32.7773888890	-61.4592472220
-32.7785947940	-61.4584206050
-32.7797027780	-61.4576611110
-32.7806267110	-61.4570281280
-32.7820138890	-61.4560777780
-32.7843222220	-61.4544916670
-32.7866277780	-61.4529055560
-32.7889333330	-61.4513166670
-32.7912361110	-61.4497305560
-32.7935361110	-61.4481416670
-32.7958361110	-61.4465527780
-32.7981305560	-61.4449638890
-32.8004250000	-61.4433722220
-32.8027166670	-61.4417805560
-32.8050055560	-61.4401888890
-32.8072944440	-61.4385972220
-32.8095805560	-61.4370027780
-32.8118638890	-61.4354111110
-32.8141444440	-61.4338166670
-32.8164222220	-61.4322194440
-32.8187000000	-61.4306250000
-32.8209750000	-61.4290277780
-32.8232472220	-61.4274305560
-32.8252564700	-61.4260164580
-32.8255166670	-61.4258333330
-32.8277833330	-61.4242333330
-32.8300500000	-61.4226361110
-32.8323138890	-61.4210361110
-32.8345750000	-61.4194361110
-32.8368333330	-61.4178333330
-32.8390916670	-61.4162333330
-32.8413472220	-61.4146305560
-32.8436000000	-61.4130277780
-32.8458500000	-61.4114222220
-32.8480972220	-61.4098194440
-32.8503444440	-61.4082138890
-32.8525888890	-61.4066083330
-32.8548305560	-61.4050000000
-32.8570694440	-61.4033944440
-32.8593083330	-61.4017861110
-32.8615444440	-61.4001777780
-32.8637777780	-61.3985694440
-32.8660083330	-61.3969583330
-32.8682361110	-61.3953472220
-32.8704638890	-61.3937361110
-32.8726888890	-61.3921250000
-32.8749111110	-61.3905138890
-32.8771305560	-61.3889000000
-32.8793472220	-61.3872861110
-32.8815638890	-61.3856722220
-32.8837777780	-61.3840555560
-32.8859888890	-61.3824416670
-32.8881972220	-61.3808250000
-32.8904055560	-61.3792083330
-32.8926111110	-61.3775888890
-32.8948138890	-61.3759722220
-32.8970138890	-61.3743527780
-32.8992111110	-61.3727333330
-32.9014083330	-61.3711138890
-32.9036000000	-61.3694916670
-32.9057916670	-61.3678694440
-32.9079833330	-61.3662472220
-32.9101694440	-61.3646250000
-32.9123555560	-61.3630027780
