# Long	Lat	Depth	Mag
-26.115	-59.743	33	4.6
-56.089	-54.075	10	4.2
-27.337	-55.951	33	4.7
-32.783	-59.711	33	4.7
-26.921	-60.715	33	4.6
-27.29	-57.123	169.5	4.7
-27.809	-55.989	33	5.5
-25.098	-55.742	33	4.9
-27.815	-56.026	132.3	4.4
-29.072	-55.656	66.7	5.2
-27.854	-55.994	134.5	5
-27.347	-56.015	100	4.5
-25.897	-57.202	33	4.6
-24.069	-56.565	33	5.2
-26.578	-56.121	33	6.3
-25.233	-57.753	33	4.5
-24.012	-57.197	33	5.4
-25.767	-56.073	33	4.6
-25.505	-57.914	33	4.4
-26.008	-59.774	33	4.4
-26.193	-59.816	33	4.4
-25.497	-57.884	33	4.3
-25.96	-57.367	33	5
-27.02	-59.434	33	3.9
-25.47	-57.9	33	4.4
-28.617	-55.581	33	4.3
-27.121	-56.131	133.1	4.1
-26.949	-55.726	33	4.8
-25.72	-56.305	33	5
-26.806	-57.486	118.4	4.3
-25.958	-59.542	33	4.7
-25.805	-59.434	33	4.7
-25.347	-58.013	33	4.2
-25.259	-57.664	60.4	4.3
-26.404	-55.654	33	5.2
-26.339	-55.571	33	4.4
-26.437	-57.196	192.3	4.1
-26.163	-57.077	106.9	4.5
-26.966	-55.442	33	4.7
-58.442	-56.103	10	5.6
-28.152	-56.482	183.6	4.5
-29.652	-55.433	33	4.1
-55.126	-54.326	10	5.5
-29.653	-57.683	100	4.3
-26.359	-59.268	33	4.5
-24.839	-58.344	33	4.8
-27.104	-56.953	138.5	4.5
-25.858	-59.496	33	4.4
-27.824	-59.975	113.6	4.3
-24.915	-56.343	40.5	4.6
-31.01	-59.957	33	5.3
-30.941	-60.459	33	4.5
-31.756	-60.91	33	4.1
-26.168	-59.178	33	4.4
-27.637	-56.183	147.7	4.3
-25.502	-57.735	33	4.5
-23.086	-60.66	33	4.6
-25.475	-58.288	33	4.6
-29.637	-58.898	33	4.5
-30.036	-55.706	33	4.4
-25.01	-58.768	33	4
-25.838	-55.518	33	4
-25.015	-58.495	33	4.2
-72.209	-52.022	33	4.1
-25.319	-57.85	33	4.5
-25.772	-60.966	33	4.3
-25.45	-57.927	33	4
-25.333	-57.97	33	4.5
-26.495	-60.599	33	4.6
-27.437	-55.776	33	4.2
-25.181	-57.867	33	3.9
-26.161	-59.078	87	4.1
-25.425	-55.572	33	4.1
-41.568	-53.387	10	4.6
-26.557	-58.815	128.7	4.7
-54.719	-61.105	33	4.2
-25.787	-57.206	33	4.4
-53.7	-58.594	10	4.4
-27.655	-60.46	33	4.7
-25.236	-57.186	33	4.8
-24.978	-57.089	33	4.4
-25.364	-58.743	33	4.4
-27.487	-56.219	154.6	3.4
-27.371	-56.355	111.6	4.4
-27.312	-55.89	100	3.9
-24.262	-55.987	33	4.2
-25.286	-57.84	33	4
-25.118	-56.892	33	4.3
-26.801	-59.631	119.6	4.2
-26.852	-56.001	33	5
-25.847	-58.729	33	4.4
-24.654	-59.276	33	4.2
-25.213	-56.768	33	4.5
-28.47	-55.758	33	4.9
-24.625	-56.908	33	4.8
-25.413	-57.926	33	4.4
-25.538	-57.909	33	4.5
-26.571	-55.483	57.8	4.4
-26.664	-56.215	33	5
-27.197	-55.749	33	4.6
-65.816	-60.388	33	4.7
-29.219	-55.298	33	4.8
-29.393	-55.291	33	4.7
-27.161	-56.062	122.1	4.3
-65.371	-58.79	33	4
-26.328	-59.778	33	4.3
-24.211	-60.894	33	4
-25.373	-57.707	33	4.5
-26.016	-57.256	33	4.4
-26.598	-60.302	33	5
-39.028	-60.991	33	4.7
-34.92	-53.924	33	4.3
-24.64	-61.091	33	4.7
-27.241	-56.043	33	4.3
-27.251	-56.313	33	4.8
-45.966	-53.02	10	6.1
-46.211	-52.997	10	4.8
-27.54	-59.851	33	4.4
-26.983	-56.078	33	4.6
-27.901	-55.925	103	4.7
-25.138	-57.727	33	5.3
-25.388	-57.726	33	4.8
-24.952	-58.555	33	4.7
-25.209	-58.551	33	4.1
-26.605	-55.477	33	4.6
-26.879	-55.527	33	4.5
-25.841	-59.441	33	5.1
-26.405	-56.604	33	4.2
-25.607	-58.902	33	4.3
-26.099	-56.704	33	4.3
-26.128	-57.802	100	4.9
-27.47	-56.305	100	4.3
-46.81	-60.191	10	5.3
-20.075	-60.651	10	4.8
-25.423	-57.241	33	5.5
-25.415	-57.914	33	5.4
-53.344	-54.042	10	4.7
-29.876	-55.627	10	6.8
-29.558	-55.096	100	4
-29.617	-55.136	33	5.5
-28.873	-55.148	33	4.8
-29.677	-55.149	10	4.6
-29.779	-55.185	10	4.8
-29.776	-55.179	33	4.3
-29.896	-55.359	33	5.5
-29.87	-54.958	33	4.2
-29.923	-55.121	33	4.3
-29.88	-55.025	33	4.2
-31.262	-55.03	33	4.5
-31.298	-54.98	33	4.5
-23.667	-58.653	33	4.2
-27.076	-55.29	33	4.5
-47.067	-60.228	10	5.2
-65.513	-57.56	33	4.9
-26.895	-58.117	200	4.5
-28.06	-55.91	113.5	5.7
-27.217	-56.179	100	4.5
-26.977	-55.431	33	5.4
-27.501	-56.207	33	5.4
-26.667	-55.395	33	4.7
-26.693	-55.303	33	4.6
-25.473	-58.909	33	4.8
-28.296	-55.808	54.5	5.4
-26.913	-55.635	33	5.4
-27.549	-56.019	120.4	4.9
-25.617	-58.784	33	4.1
-25.59	-58.747	33	5.1
-25.206	-58.614	33	4
-25.385	-58.83	33	4.5
-25.048	-57.906	33	4.7
-25.197	-57.828	33	4.3
-27.036	-60.702	33	4.5
-26.263	-59.574	33	5.5
-25.483	-59.37	33	4.2
-65.751	-57.605	33	4.4
-25.17	-59.541	33	4.4
-33.343	-54.878	33	4.8
-25.415	-59.637	33	4.7
-27.629	-56.02	111.9	4
-25.586	-59.723	26	6.2
-25.347	-60.144	33	4.7
-26.033	-59.662	33	4.2
-29.425	-55.653	33	5
-24.569	-60.783	33	4.4
-26.635	-58.12	183.7	4.5
-28.414	-55.169	33	4.3
-20.922	-53.322	10	4.6
-26.131	-55.943	33	4.2
-26.785	-60.617	33	4.3
-53.884	-56.636	10	4.6
-27.894	-55.979	33	5
-26.56	-56.157	33	4.5
-25.234	-61.165	33	4.2
-25.403	-57.897	33	5
-26.093	-57.235	33	4.5
-25.76	-59.028	66.2	4.3
-26.746	-55.913	33	4.8
-27.192	-55.702	33	4.7
-26.48	-57.633	156.7	4.1
-27.098	-55.935	33	5
-65.769	-58.48	33	4.3
-27.196	-55.993	33	4.5
-49.961	-60.457	33	4.2
-25.512	-57.83	33	4.6
-26.179	-60.716	33	4.2
-21.83	-58.289	33	4.7
-26.303	-59.763	33	4.1
-26.88	-55.334	33	4.7
-25.302	-56.77	33	4.9
-25.901	-56.144	33	4.6
-29.369	-59.456	33	4.7
-29.396	-59.532	33	4.4
-30.468	-59.977	33	4.5
-29.414	-59.535	33	4.7
-27.681	-56.003	115.7	5.3
-26.147	-56.522	33	4.7
-26.066	-55.746	33	4.5
-56.873	-60.564	33	4.7
-65.351	-61.659	10	4.7
-25.881	-60.658	33	4.7
-25.701	-59.425	33	4.1
-26.749	-56.905	33	4.6
-26.878	-58.415	150	4.1
-25.649	-60.581	33	4.4
-27.304	-55.93	100	4.4
-28.404	-55.117	33	4.4
-25.438	-58.306	33	5.6
-26.994	-55.546	33	4.4
-28.782	-55.858	200	4.1
-28.324	-59.599	276	3.9
-24.37	-59.567	33	4.3
-25.993	-59.641	33	4.1
-27.166	-60.705	33	4.2
-25.462	-55.626	33	4.7
-25.12	-58.415	33	5
-25.557	-58.583	33	4
-25.157	-58.428	33	4.1
-25.269	-58.479	33	4.5
-25.249	-58.476	33	4.8
-30.153	-55.582	33	4.6
-25.65	-60.8	33	5.6
-26.397	-56.477	33	4.3
-29.204	-55.81	200	4.2
-25.127	-56.375	33	4.7
-25.193	-56.388	33	5.1
-25.326	-56.429	33	4.7
-27.547	-56.169	100	4.9
-25.434	-60.494	33	4.4
-25.657	-57.911	33	4.5
-27.185	-55.519	33	4.7
-24.778	-56.525	33	4.1
-62.367	-62.979	33	4.3
-23.383	-60.947	33	4.5
-26.5	-58.246	185.3	4.1
-26.34	-59.903	33	5.1
-25.382	-56.799	33	5.1
-25.373	-56.776	33	5.2
-25.496	-56.834	33	4.3
-25.064	-56.852	33	4.7
-26.533	-56.454	33	4.8
-28.765	-55.378	33	4
-25.589	-59.035	33	4.4
-25.024	-56.895	33	5.5
-26.229	-59.952	33	4.8
-58.056	-59.98	10	4.9
-26.058	-56.445	100	4.3
-24.416	-58.138	33	4.8
-25.91	-55.547	33	4.7
-30.061	-55.638	33	4.7
-65.625	-58.435	33	4.2
-26.42	-59.803	33	4.8
-26.345	-59.937	33	4.3
-25.913	-59.665	33	4.1
-24.873	-58.987	33	4.5
-26.94	-56.048	100	4.6
-27.411	-56.139	143.5	4.3
-28.4	-55.567	33	4.4
-28.308	-55.251	33	4.4
-25.75	-58.158	33	4.9
-29.004	-55.912	193.4	5.9
-28.824	-55.9	200	3.7
-26.243	-59.778	33	5.3
-47.278	-60.296	100	4.8
-29.254	-55.333	33	4.8
-28.551	-60.541	33	4.8
-32.964	-60.891	33	4
-24.219	-59.472	33	4.6
-25.436	-56.741	33	5.7
-27.361	-58.397	101	4.2
-27.332	-56.019	118.4	6
-25.61	-57.609	33	4.1
-27.27	-56.039	115.8	4.9
-25.513	-56.336	33	4.6
-28.346	-60.235	161.3	4.7
-26.29	-57.121	97.4	4.2
-66.088	-57.779	10	4.4
-27.135	-55.985	33	4.6
-25.087	-58.652	33	5.2
-24.82	-58.653	33	4.3
-26.065	-55.633	33	4.5
-26.263	-55.733	33	4.6
-26.8	-55.55	33	4.8
-25.967	-55.764	33	4.2
-26.06	-55.76	33	4.9
-26.999	-55.627	33	4.4
-26.852	-55.563	33	4.6
-27.489	-56.064	103.7	4.7
-27.023	-60.165	33	4.4
-26.505	-59.616	33	4.6
-26.471	-60.009	33	5
-26.551	-59.609	33	4.5
-25.843	-60.657	10	5.8
-27.132	-55.908	33	4.6
-25.325	-57.709	33	4.6
-27.557	-55.59	33	4.3
-71.716	-55.361	33	4.6
-26.506	-56.199	33	4.6
-26.675	-56.09	33	4.3
-28.266	-55.287	33	4.8
-28.282	-55.426	33	4
-26.625	-56.129	33	4.8
-28.152	-55.668	33	4.8
-27.71	-56.031	133.4	4.8
-27.71	-59.768	33	4
-25.673	-59.469	33	4.4
-25.883	-59.227	33	4.2
-25.019	-58.442	33	4.4
-33.082	-60.107	10	4.6
-27.435	-56.049	100	4.3
-25.588	-56.69	80.2	4.6
-25.522	-59.045	33	4.5
-26.969	-55.892	33	4.7
-51.677	-60.896	10	4.4
-25.162	-57.903	33	3.9
-27.849	-55.793	100	4.9
-25.275	-58.688	33	5
-27.492	-55.768	33	4.5
-26.347	-56.642	100	4.1
-27.767	-55.855	100	4.6
-35.872	-55.065	10	4.8
-26.871	-55.741	33	5.6
-27.442	-55.824	100	4.2
-23.242	-57.889	33	6.2
-26.844	-55.788	33	5
-23.321	-57.783	33	4.6
-26.001	-58.29	100	4.8
-58.006	-54.236	10	4.9
-25.739	-59.557	33	4.8
-27.535	-55.457	33	4.5
-26.177	-55.508	33	5.2
-27.506	-56.111	100	5
-25.933	-55.702	33	5.1
-27.836	-55.916	111.5	5
-26.612	-56.008	33	4.7
-27.161	-55.815	33	4.2
-26.101	-59.077	143.2	4
-24.991	-57.916	33	5.4
-25.108	-57.865	33	4.7
-27.373	-56.143	100	4.3
-27.329	-56.029	33	4.6
-26.897	-56.143	100	4.8
-26.634	-56.448	33	4.6
-26.29	-57.345	150.9	5.1
-26.32	-59.251	33	5
-25.962	-59.537	33	5.3
-26.543	-55.699	33	4.9
-26.795	-56.207	100	4.5
-25.163	-57.894	33	4.6
-28.87	-55.557	33	5
-25.721	-57.192	33	4.4
-23.938	-57.125	33	4.1
-25.594	-57.927	33	4.8
-24.651	-59.109	33	4.3
-27.54	-60.247	33	4.5
-27.536	-56.55	120	6.2
-35.638	-55.65	10	5.3
-35.782	-55.718	10	5.9
-36.404	-56.051	10	6.6
-36.043	-55.829	10	4.7
-35.194	-55.775	10	5.2
-35.417	-55.661	10	5.2
-27.985	-55.403	33	4.2
-35.537	-55.65	10	4.8
-25.917	-57.215	62.7	4.8
-26.333	-60.988	33	4.4
-27.402	-55.834	33	5
-35.442	-55.715	10	5
-25.187	-57.97	33	5.4
-25.896	-57.661	33	4.6
-24.825	-56.952	10	6.2
-25.205	-56.996	10	5.6
-25.248	-58.496	10	4.6
-24.981	-57.092	10	6.1
-24.905	-57.014	10	4.8
-24.997	-56.873	10	5.4
-24.811	-56.748	10	4.9
-24.946	-56.805	10	4.8
-26.504	-56.928	10	4.4
-25.828	-57.432	33	4.5
-25.276	-59.092	33	4.2
-58.112	-60.013	10	5.3
-27.058	-55.789	33	5
-26.896	-56.198	100	4.8
-24.301	-58.603	33	4.6
-54.675	-61.768	33	4.2
-27.453	-56.455	100	4.8
-26.988	-56.287	85	5.3
-26.79	-56.625	85.5	5.3
-54.036	-61.534	10	5
-36.572	-54.889	10	4.6
-28.008	-55.252	33	5.6
-27.859	-55.291	33	4.7
-27.93	-55.239	33	5.1
-25.55	-59.256	33	4.6
-27.301	-55.894	33	4.7
-25.163	-57.926	33	5.2
-25.47	-59.071	33	4.8
-25.46	-58.943	33	4.3
-27.578	-56.04	33	4.7
-26.216	-59.795	50.5	5.1
-25.033	-57.771	33	4.2
-25.84	-58.707	150	4.2
-27.436	-55.863	33	5
-32.556	-54.863	10	4.6
-26.398	-56.982	70.7	5
-25.831	-59.156	33	4.8
-26.903	-60.085	33	5.2
-25.989	-57.535	73.3	4.7
-25.372	-59.016	33	4.8
-26.434	-59.671	33	4
-26.736	-56.104	33	4.3
-25.725	-57.154	33	4.9
-27.307	-55.552	33	5
-25.379	-58.804	33	4.5
-23.732	-57.169	33	4.5
-24.544	-58.613	33	4.4
-26.914	-56.031	33	4.7
-27	-58.836	33	4.4
-26.749	-59.505	33	4.5
-27.293	-56.016	33	4.4
-25.647	-59.279	33	4.4
-38.496	-59.717	10	4.4
-27.454	-55.9	114.9	4.6
-24.304	-58.46	33	4.1
-26.3	-55.617	33	4.5
-25.774	-57.197	33	4.5
-25.128	-57.18	33	5
-25.956	-59.563	33	4.3
-28.405	-60.157	181.4	4
-25.561	-58.915	33	5
-43.411	-60.532	10	7.6
-42.943	-60.496	10	4.9
-43.519	-60.211	10	4.6
-42.257	-60.618	10	4.7
-42.842	-60.571	10	5.2
-42.975	-60.37	10	4.6
-43.934	-60.464	10	4.6
-42.998	-60.51	10	4.4
-43.322	-60.447	10	4.5
-44.439	-60.544	10	5.4
-44.215	-60.426	10	4.8
-43.026	-60.643	10	5
-44.371	-60.363	10	4.3
-43.601	-60.4	10	4.6
-43.903	-60.613	10	4.5
-44.041	-60.422	10	4.6
-43.711	-60.485	10	4.9
-44.126	-60.294	10	4.6
-42.661	-60.706	10	4.3
-43.763	-60.452	10	4
-43.784	-60.187	10	3.7
-43.806	-60.626	10	4.5
-43.632	-60.507	10	3.9
-43.989	-60.369	10	4
-44.819	-60.455	10	4.1
-43.564	-60.572	10	4.6
-44.62	-60.319	10	4.2
-44.099	-60.596	10	4.4
-44.992	-60.369	10	4.4
-43.417	-60.522	10	5.3
-44.097	-60.361	10	4.5
-42.317	-60.594	10	3.6
-44.226	-60.252	10	3.8
-42.701	-60.517	10	5.6
-43.165	-60.591	10	4.7
-43.819	-60.311	10	4.8
-43.651	-60.424	10	4.2
-42.496	-60.657	10	4.3
-43.475	-60.458	10	4.3
-43.363	-60.558	10	4.3
-43.048	-60.517	10	4.5
-45.202	-60.464	10	4.2
-43.042	-60.586	10	5.3
-41.794	-59.95	10	4.2
-44.423	-60.41	10	4.5
-43.902	-60.526	10	3.9
-45.21	-60.745	10	3.6
-43.712	-60.204	10	4.1
-44.32	-60.506	10	4.5
-43.973	-60.376	10	4.5
-42.567	-60.654	10	4.5
-44.294	-60.443	10	4.3
-40.454	-59.522	10	4.7
-42.949	-60.59	10	4.7
-44.038	-60.449	10	4.7
-45.033	-60.337	10	5.2
-43.574	-60.527	10	4.3
-44.424	-60.365	10	4.4
-44.072	-60.23	10	3.6
-44.851	-60.319	10	4.3
-42.532	-60.4	10	4.1
-42.895	-60.47	10	4.5
-43.732	-60.313	10	3.9
-25.15	-59.185	33	4.8
-25.274	-59.122	33	4.4
-43.891	-60.543	10	5.2
-24.901	-58.719	33	3.9
-42.52	-60.7	10	4.6
-42.221	-60.648	10	4.2
-27.519	-56.126	33	3.9
-24.877	-59.286	10	5.5
-43.205	-60.557	10	5
-29.681	-55.532	33	4.8
-25.317	-57.707	33	4.1
-56.425	-60.137	10	4.3
-25.225	-59.751	33	4.5
-28.132	-61.314	33	4.2
-23.414	-60.683	33	4.2
-25.639	-57.419	33	5.7
-28.061	-55.225	33	4.5
-25.374	-56.988	33	4.1
-25.474	-57.198	33	4.3
-26.667	-54.676	33	4.2
-25.531	-56.439	33	4.4
-75.593	-51.623	33	5.6
-75.431	-51.635	33	5.1
-27.23	-55.972	33	4.5
-27.909	-55.879	116.8	5.5
-27.501	-55.916	106.3	4.8
-28.789	-55.924	224.9	5.2
-23.707	-58.138	33	4.3
-25.57	-58.865	33	4.2
-72.812	-53.021	33	4.4
-27.363	-56.089	100	4.6
-26.921	-55.714	33	5.2
-33.401	-60.318	10	6
-24.838	-58.491	33	4.4
-27.053	-56.092	10	4.7
-25.148	-59.191	33	4.1
-27.602	-55.91	120.6	4.1
-25.356	-57.905	33	5
-44.546	-60.236	10	4.3
-26.281	-60.687	33	4.2
-26.248	-58.09	156.8	5.6
-26.712	-60.354	33	5.4
-75.49	-51.598	33	4.5
-25.692	-57.018	33	4.4
-27.89	-55.65	100	4.8
-74.953	-51.604	100	3.5
-75.56	-51.647	33	5.2
-25.298	-60.572	33	5.4
-25.152	-60.711	10	5.9
-26.135	-61.203	33	4
-25.433	-60.561	33	4.4
-24.675	-58.649	33	4.4
-23.546	-61.097	33	4.6
-23.519	-61.059	33	4.4
-25.013	-57.305	33	5
-25.702	-57.053	33	5
-25.899	-59.513	65.3	5
-27.535	-55.607	100	4.6
-23.997	-57.235	33	4.4
-26.753	-55.743	33	4.4
-42.573	-60.747	10	4.5
-25.444	-57.787	33	4.3
-29.092	-55.311	33	3.9
-25.778	-60.16	33	4.4
-25.452	-59.02	33	4.6
-27.475	-56.074	100	4.5
-27.668	-55.843	100	4
-75.421	-51.64	33	4.8
-26.759	-55.885	82.2	4.1
-25.866	-59.719	55	4.5
-25.016	-57.149	55	4.3
-28.413	-59.887	48.1	4.9
-27.957	-59.832	54.4	4.4
-31.855	-54.852	10	4.7
-26.092	-55.57	32.3	4.9
-44.467	-60.379	10	4.8
-44.714	-60.129	10	4
-25.079	-59.475	2.5	4.9
-25.071	-59.281	49.2	4.3
-26.298	-60.102	28.7	4
-24.574	-58.609	13.6	4.8
-24.973	-59.349	10	4.3
-26.771	-55.732	10	4.4
-26.508	-56.163	48.8	4.8
-25.44	-59.329	55	4.2
-27.983	-55.228	31.8	4.1
-25.699	-58.38	65.4	4.3
-27.082	-59.303	80.6	4.9
-29.211	-55.186	10	4.2
-25.654	-59.716	9.7	4.7
-23.954	-57.467	30	4.3
-21.561	-61.042	59.1	4.7
-26.998	-56.19	77.5	4.8
-27.644	-55.922	118.8	4.6
-25.806	-59.607	42.3	3.8
-45.195	-60.266	10	4.2
-27.587	-55.878	109	4.8
-30.444	-56.505	87.9	5.3
-27.874	-55.677	35	5.5
-25.203	-57.042	60.4	4.1
-27.409	-56.067	58.4	4.6
-27.209	-56.172	117.2	5
-26.542	-56.225	91.7	4.7
-25.911	-57.339	10	4.2
-27.446	-56.07	159.5	4.7
-24.99	-57.701	10	4.2
-24.828	-56.394	41.9	4.3
-27.851	-55.7	63.3	4.4
-25.41	-57.186	53.9	5.5
-27.568	-60.003	123.4	4
-25.535	-57.907	71.5	5.5
-25.543	-57.9	74.5	4
-27.704	-55.449	25	5
-30.153	-58.872	35	4.3
-25.859	-57.986	72	4.2
-25.826	-59.552	38.8	4.4
-25.83	-57.739	95	4.4
-53.912	-54.037	10	4.7
-27.802	-55.934	169.1	3.8
-25.584	-57.423	84.3	3.8
-25.381	-57.891	51.2	3.8
-26.432	-55.078	10	4.4
-26.912	-55.181	10	4.3
-26.811	-56.499	122.5	4.7
-27.208	-56.206	145.9	4
-24.564	-56.052	10	4.3
-27.145	-55.33	50	3.7
-27.163	-55.279	49.6	4.8
-27.214	-55.24	50	4.4
-27.588	-55.369	52.8	4.6
-23.098	-58.684	28	4.7
-24.53	-58.115	123.5	4.3
-27.577	-55.327	55	4.6
-27.689	-55.865	132.5	4.6
-27.297	-56.149	141.7	4.6
-28.103	-60.442	10	4.5
-25.363	-57.965	10	4.2
-26.387	-57.02	60.9	4.7
-25.752	-56.288	10	4.9
-27.761	-60.004	116.1	4.3
-28.202	-55.264	4.8	4.5
-27.342	-56.207	132	4.8
-27.268	-59.741	198	4.6
-26.662	-59.479	100	3.8
-25.802	-57.261	61.9	5.5
-25.671	-57.187	55	4.7
-29.766	-59.561	33.1	4.6
-26.771	-55.695	10	4.6
-25.974	-55.772	54.3	4.4
-25.549	-60.568	35	5
-25.499	-58.999	83.8	4
-33.593	-54.996	10	4.9
-26.663	-56.294	109.3	4.8
-23.039	-58.261	25	4.6
-27.393	-55.602	10	4.6
-25.598	-57.625	64.7	5
-72.137	-50.695	24.7	5.1
-26.513	-56.509	84	5.4
-25.737	-58.167	99.4	4.6
-72.327	-50.63	19.2	4.7
-26.634	-55.676	93.2	4.7
-26.934	-56.173	94.3	4.3
-27.494	-55.837	107.3	4.9
-27.335	-56.169	124.1	4.2
-28.263	-55.899	182.7	4.1
-28.976	-55.372	10	6.9
-28.078	-55.105	10	4.6
-28.615	-55.292	10	4.7
-28.736	-55.392	10	4.8
-28.387	-55.069	10	4.4
-28.454	-55.367	10	4.1
-28.145	-55.189	10	4
-28.945	-55.395	10	4.4
-28.155	-55.208	10	4.5
-28.911	-55.255	10	4.3
-28.78	-55.261	10	5.8
-28.132	-55.242	10	4.3
-30.186	-55.601	10	4.4
-28.893	-55.369	10	5.7
-29.004	-55.276	10	4.4
-29.096	-55.285	10	4.2
-27.96	-55.116	10	4.2
-28.521	-55.257	10	4.4
-29.035	-55.17	10	4.7
-26.862	-55.727	10	4.8
-29.005	-55.231	10	4.1
-28.872	-55.246	10	4.4
-28.397	-55.318	10	4.8
-28.546	-55.289	10	5
-29.193	-55.22	10	5.6
-28.929	-55.36	10	5.6
-26.639	-55.496	10	4.6
-28.339	-55.21	10	4.6
-28.572	-55.17	10	5.3
-26.362	-55.423	10	4.3
-29.025	-55.346	10	4.5
-28.405	-55.349	10	4.8
-72.237	-50.686	25.9	4.9
-25.604	-56.322	10	4.9
-28.068	-55.074	44.6	4.7
-25.734	-56.317	10	4.9
-28.084	-55.13	10	4.7
-25.851	-56.251	10	4.5
-28.504	-54.956	10	4.5
-29.038	-55.387	10	4.6
-25.342	-57.976	63.9	6.1
-25.002	-57.853	34.7	4.6
-24.874	-57.842	62.4	4.3
-24.854	-57.801	40.6	4.5
-25.043	-57.905	60.9	4.8
-27.956	-55.275	10	4.3
-28.41	-55.045	10	4.5
-28.84	-55.213	10	4.6
-26.506	-55.574	73	4.6
-26.659	-60.504	10	4.8
-25.323	-57.879	48.6	4.6
-28.419	-55.102	10	5.5
-28.187	-55.188	10	4.2
-25.291	-56.166	10	4.2
-25.508	-58.724	5.5	4.3
-24.834	-57.292	10	4.6
-28.118	-55.078	10	3.9
-25.458	-58.719	50.9	5.5
-25.766	-57.357	68.9	4.4
-28.558	-59.808	70.3	4.7
-72.296	-50.627	28.2	4.7
-28.465	-59.764	21.7	4.7
-28.667	-59.764	41.7	4.4
-28.732	-55.068	10	4.2
-28.291	-55.298	10	4.1
-26.868	-56.529	101.5	5.8
-50.884	-60.736	10	5.9
-50.714	-60.703	10	5
-25.01	-57.752	11.9	3.9
-37.417	-60.894	10	5.2
-28.141	-55.391	72.7	4.5
-28.882	-55.248	63.9	4.6
-22.19	-60.874	30	4.2
-27.592	-56.082	108.9	4.2
-24.893	-56.931	10	4.8
-24.737	-56.927	10	5.1
-24.829	-57.067	10	6
-24.557	-56.982	10	4.7
-24.679	-57.071	10	6.4
-24.638	-56.984	10	5.5
-25.015	-56.772	10	4.2
-24.377	-57.219	55	4.3
-24.58	-57.31	55	3.9
-28.881	-55.224	50.4	4.6
-27.914	-55.989	100.3	4.5
-25.072	-59.279	10	4.9
-28.612	-55.403	65.1	4.7
-28.599	-55.268	66.7	4.4
-29.049	-55.5	38.6	5.8
-24.325	-57.207	12.8	4.6
-40.521	-60.837	10	4.5
-25.506	-57.91	68	4.2
-27.897	-59.748	126.6	5.1
-29.058	-55.164	44	4.7
-27.975	-55.447	74.1	4.6
-28.018	-55.911	151.9	4.3
-25.373	-59.229	31.7	4.2
-27.905	-58.066	339.7	4.8
-25.195	-57.944	72.5	4.5
-26.831	-56.232	94.6	4.6
-59.647	-54.582	10	4.7
-24.36	-56.003	10	5.1
-25.764	-57.392	83.7	4.7
-26.493	-59.865	78	4.2
-25.206	-58.747	27	4.5
-26.974	-56.053	64.8	4.1
-26.038	-57.173	91.4	5.1
-25.186	-59.578	55	4.2
-26.518	-56.4	113.7	4.8
-26.042	-56.345	10	4.8
-27.169	-56.28	161.9	4.3
-27.853	-55.995	155.4	4.7
-27.159	-56.211	149.7	4.9
-27.415	-55.836	107.3	4.6
-25.255	-57.145	10	4.5
-25.732	-56.891	93.2	4.5
-27.996	-55.999	154.1	4.6
-25.427	-57.917	69.2	4.2
-28.098	-55.328	33.4	5
-27.956	-55.299	10	6
-26.195	-55.85	10	4.8
-27.682	-60.384	45	5.2
-28.209	-55.078	10	4.7
-26.099	-55.614	61	4.8
-27.018	-56.126	85.5	4.5
-27.403	-56.082	109.3	5.6
-25.876	-56.292	47.1	4.6
-27.08	-59.888	118.3	5.1
-26.703	-55.395	10	5.3
-26.452	-55.238	35	4.6
-26.08	-55.94	35	4.6
-28.225	-60.665	35	4.6
-27.874	-60.612	35	4.7
-25.524	-56.279	29.5	5.1
-26.14	-55.96	53.4	4.5
-23.635	-60.706	30	4.2
-27.418	-56.132	102.7	5.6
-26.374	-56.805	53.2	4.6
-26.672	-56.459	124.9	4.3
-28.097	-55.214	10	4.3
-25.817	-59.571	52.7	4
-25.203	-56.759	31.1	4.8
-25.058	-58.607	20.6	4.3
-26	-60.839	10	4.8
-26.095	-58.519	107	5.3
-28.026	-55.504	83.4	4.3
-51.26	-53.552	10	4.8
-26.778	-56.248	70.5	4.9
-28.878	-55.122	10	4.8
-26.127	-59.787	10	4.4
-23.101	-58.319	10	4.5
-27.078	-55.985	69.9	5
-27.176	-55.641	10	4.4
-25.292	-57.867	35	4.5
-28.597	-56.165	302.1	3.9
-25.801	-57.363	59.3	4.5
-25.929	-57.458	56.5	4.2
-43.338	-60.756	10	4.1
-25.968	-58.632	108.2	4.3
-27.2	-56.096	95.7	4.7
-25.394	-59.155	10	3.9
-25.414	-59.14	10	4.5
-28.081	-55.239	10	4.4
-25.541	-57.817	15.1	4.2
-28.008	-55.472	50.6	5.1
-25.575	-59.724	18.6	4.6
-25.088	-57.122	55	4.5
-25.4	-57.668	35	5
-28.789	-55.537	10	4.6
-29.787	-55.519	88.6	4.5
-21.346	-58.624	10	4.6
-25.593	-57.954	59.4	5.4
-25.433	-58.86	33.3	4.2
-26.671	-56.219	90.3	4.9
-28.046	-55.11	10	3.9
-25.042	-57.757	38.6	3.5
-26.863	-56.413	102.2	6
-25.549	-57.921	52.3	4.7
-25.262	-58.768	10	5.3
-27.533	-55.934	142.8	4.3
-24.448	-57.501	1.9	4.3
-27.642	-56.068	130.4	4.9
