# Long	Lat	Depth	Mag
-28.887	-55.138	33	4.7
-25.266	-58.731	18	5.8
-25.392	-57.933	66.5	5.4
-27.338	-55.892	89.5	5.6
-27.142	-56.14	150.7	5.1
-25.454	-59.002	82.7	4.9
-25.152	-57.272	33	5.2
-61.493	-58.909	10	5
-48.76	-56.879	10	6.4
-27.361	-56.214	33	5.4
-26.578	-57.584	140	5.2
-25.504	-57.971	56.2	4.6
-26.024	-59.591	33	5.4
-26.227	-55.692	49.7	5.5
-26.437	-58.801	33	4.9
-25.449	-57.945	33	5.4
-26.916	-60.063	47.6	7
-26.573	-60.063	33.7	4.9
-26.642	-60.085	34.9	5.1
-26.542	-60.204	28.4	5.1
-26.662	-60.402	33	5.1
-26.737	-60.4	33	5
-26.563	-60.145	30.1	5.4
-26.327	-59.905	33	5
-27.146	-60.476	33	5.1
-26.87	-59.85	33	4.8
-26.477	-60.09	33	5.4
-26.527	-60.239	33	4.7
-26.461	-60.079	31	5.4
-26.657	-60.327	33.8	5.3
-26.754	-60.142	33	4.2
-25.429	-57.947	33	5
-24.912	-58.221	33	5.1
-25.363	-57.952	33	5.1
-25.157	-58.705	33	5.5
-27.022	-55.728	33	5.5
-26.454	-60.428	33	5.2
-25.35	-57.922	26.8	6.2
-27.053	-56.263	33	5.1
-25.41	-57.951	33	4.9
-25.379	-58.726	33	4.8
-25.147	-57.91	25	5.4
-25.019	-58.495	33	4.5
-27.472	-55.689	33	5.1
-27.748	-55.938	109.7	5.3
-25.386	-57.919	33	5.3
-25.218	-57.958	33	4.9
-25.262	-58.746	33	5
-24.756	-57.459	33	4.7
-25.421	-58.341	33	5.7
-27.058	-56.173	80.7	4.9
-25.341	-59.564	33	4.7
-24.552	-57.384	33	5.8
-25.63	-57.717	33	4.1
-27.974	-59.576	33	4.7
-26.234	-59.677	33	5.3
-52.125	-61.139	10	5
-27.756	-55.239	33	5
-26.536	-59.858	39	5.1
-26.556	-60.598	33	5.4
-26.954	-60.167	33	6.2
-65.623	-58.269	10	5.5
-66.815	-57.295	33	5.5
-26.127	-59.657	33	5.8
-27.565	-56.023	68.4	5.4
-71.973	-51.736	10	5
-47.831	-60.369	10	4.9
-67.051	-56.886	10	5.2
-25.642	-56.375	33	6
-25.844	-56.632	10	5.5
-25.265	-56.472	33	5.1
-27.683	-55.948	102.2	5.8
-55.418	-61.261	33	5
-25.621	-56.536	33	5.2
-25.505	-56.504	33	5.4
-26.409	-56.867	33	5.3
-54.165	-61.821	10	4.6
-28.113	-60.384	33	4.6
-26.19	-56.67	85.3	5.6
-25.186	-58.774	33	5.2
-25.379	-59.015	33	4.7
-25.182	-57.702	10	4.9
-27.209	-56.058	94.9	5.5
-30.31	-56.239	33	5
-27.873	-55.979	33	5.2
-27.846	-55.504	29.8	5.5
-27.468	-56.018	135.3	5.1
-25.418	-57.939	33	4.9
-26.069	-59.617	33	4.7
-28.018	-55.489	29.9	5.4
-27.986	-55.469	33	5.4
-27.481	-56.076	90.4	5.5
-26.938	-56.362	33	5.1
-26.704	-56.117	60.2	5.1
-26.638	-56.042	33	4.8
-24.02	-59.341	33	4.5
-27.81	-60.409	33	5.8
-26.343	-56.645	123.3	5.1
-26.428	-59.938	31.1	4.9
-25.995	-60.671	39	5.1
-25.242	-58.049	33	5.1
-26.642	-59.978	31.6	5
-26.522	-60.069	14.8	5.5
-23.395	-58.945	33	4.7
-26.3	-55.644	33	4.5
-23.607	-59.036	31.2	5.4
-26.048	-59.535	50.5	4.9
-27.472	-55.93	111.7	5.3
-25.232	-57.932	33	4.5
-26.14	-59.577	33	4.8
-25.718	-59.32	33	4.9
-42.057	-61.027	10	4.8
-27.784	-59.986	76.9	4.7
-26.314	-58.562	33	4.3
-28.23	-55.844	33	4.9
-25.831	-59.731	33	4.8
-23.278	-58.711	33	4.7
-26.884	-55.696	33	4.9
-25.066	-58.428	33	6.3
-25.005	-58.484	33	5
-25.013	-58.41	33	4.7
-24.75	-58.491	33	3.6
-25.305	-58.68	33	5.2
-25.184	-58.637	33	5.3
-27.672	-55.897	137.9	6.2
-27.057	-60.656	33	4.7
-25.682	-57.32	33	4.7
-27.072	-56.708	150	4.4
-25.273	-57.724	33	5.2
-24.13	-59.71	33	4.7
-27.498	-55.935	33	4.8
-24.534	-58.29	33	5
-27.303	-55.86	115	5.1
-26.418	-56.325	28.3	5.1
-25.514	-59.387	33	4.9
-25.6	-59.407	33	5.2
-26.89	-60.484	19	5.4
-26.69	-60.37	33	5.4
-25.133	-58.015	26.1	5.7
-23.132	-59.468	33	4.6
-23.382	-60.893	14.7	5.9
-27.058	-56.145	114.6	4.6
-27.033	-56.261	33	5
-25.392	-57.87	33	5.1
-27.254	-56.094	33	4.5
-27.647	-55.699	33	5.4
-37.758	-61.378	10	5.1
-26.142	-57.755	10	4.7
-73.651	-52.997	10	4.8
-25.135	-57.293	33	6.3
-55.973	-60.796	10	5.9
-29.311	-55.307	33	5.6
-24.567	-57.207	33	4.7
-26.825	-59.338	33	5.3
-73.369	-52.902	33	4.7
-26.266	-58.168	33	5.5
-27.187	-56.423	10	5.6
-27.185	-59.959	33	5.4
-25.345	-58.009	33	5.1
-25.983	-59.873	33	5.9
-25.776	-59.866	33	4.8
-26.004	-59.504	33	4.9
-25.847	-59.459	33	5.3
-26.061	-58.878	118.1	5.2
-26.66	-54.763	33	5.4
-26.795	-55.623	23.7	5.7
-26.818	-55.748	25.7	5.6
-26.527	-55.795	19.8	5.7
-25.714	-57.914	33	5.2
-25.623	-59.25	33	5.2
-29.808	-55.762	33	5.1
-26.776	-56.307	33	4.9
-25.555	-59.012	33	5.4
-27.113	-55.891	33	4.9
-27.193	-57.749	33	5.1
-29.698	-59.508	10	4.5
-53.619	-59.958	10	5
-25.261	-58.73	33	5.2
-29.397	-59.515	22.3	6
-26.971	-57.891	33	4.4
-28.029	-55.55	25	5.2
-28.247	-55.672	33	5.4
-25.382	-57.925	33	5.3
-23.965	-57.078	33	5.2
-26.535	-55.695	33	5.3
-26.68	-59.994	33.3	5.8
-26.16	-59.716	33	4.9
-25.056	-57.996	33	4.7
-27.846	-55.053	33	5.6
-27.402	-55.878	33	4.9
-26.977	-56.176	100	5.1
-26.799	-60.844	33	4.9
-25.554	-58.863	33	5
-26.841	-57.333	33	4.6
-26.033	-59.652	33	5.3
-26.469	-60.547	33	5.3
-29.204	-55.723	33	4.9
-25.683	-59.197	33	5.1
-25.485	-58.775	33	5.5
-28.131	-55.3	33	5.2
-25.898	-59.572	33	5.1
-27.402	-56.04	33	5.3
-25.531	-58.948	33	4.8
-26.572	-60.023	33	5.1
-28.021	-55.807	33	5.2
-25.482	-60.527	33	6
-25.726	-56.321	33	5
-47.071	-60.534	10	4.8
-26.951	-55.824	33	5.1
-27.058	-56.381	33	6
-26.131	-55.332	33	5.1
-24.581	-56.787	33	5
-54.026	-60.794	10	5
-55.719	-62.027	10	5.1
-29.488	-54.116	33	4.5
-25.49	-57.2	61.9	5.5
-27.7	-56.104	112.4	5.4
-24.741	-59.243	33	5
-23.477	-57.93	33	5.1
-25.916	-58.379	33	5.3
-25.434	-57.888	33	5.1
-65.029	-60.447	10	5.8
-22.794	-60.689	33	6
-27.068	-55.945	33	5.4
-23.438	-58.82	33	5
-24.577	-58.869	33	4.9
-27.008	-56.167	99.8	5.4
-25.229	-58.714	33	5
-27.739	-55.926	33	5.3
-27.27	-56.148	33	5
-27.737	-56.136	110	4.9
-23.151	-57.911	33	5.3
-26.391	-59.819	33	4.9
-25.633	-58.669	33	4.9
-27.538	-55.974	47.6	5.7
-26.244	-59.707	33	5.7
-22.411	-60.601	33	5
-25.152	-57.877	33	5.3
-27.155	-55.788	33	5
-27.014	-56.301	33	5.1
-25.296	-58.039	33	5.3
-25.372	-59.005	33	4.9
-25.332	-58.265	33	5.1
-25.716	-59.049	33	5.2
-25.659	-56.211	33	5.4
-27.114	-56.777	110	5.1
-26.674	-56.217	33	5
-66.972	-57.179	10	5.2
-27.36	-56.079	33	4.9
-26.57	-59.707	33	5.8
-26.542	-60.833	33	5
-26.174	-60.699	33	5
-26.54	-56.192	33	5.2
-27.251	-57.917	140	5
-25.368	-57.715	51.5	5.1
-43.821	-60.306	10	5.8
-26.005	-59.683	33	5.1
-24.183	-58.285	51.7	6.6
-24.837	-58.198	33	5.8
-24.912	-58.159	33	4.8
-24.885	-58.222	33	5.3
-24.816	-58.193	33	5.4
-30.338	-59.134	10	5.2
-26.909	-55.34	33	4.9
-25.449	-57.92	33	5.3
-51.097	-60.492	33	5
-51.504	-60.436	10	5.2
-25.707	-58.106	33	5
-27.013	-55.767	33	5.2
-27.754	-55.382	33	5
-25.144	-57.698	33	4.9
-26.665	-56.071	33	4.8
-28.962	-55.483	33	5.1
-27.943	-55.759	33	5
-25.568	-59.057	33	5.1
-25.37	-57.761	33	5.8
-25.677	-57.869	10	4.8
-27.15	-56.189	33	5.3
-26.183	-59.449	33	5.5
-25.613	-57.806	33	4.9
-25.266	-56.032	10	7.2
-26.424	-55.432	33	5
-24.909	-55.741	33	4.8
-24.614	-56.102	10	6.6
-26.536	-55.439	33	4.8
-26.469	-55.439	33	5.4
-25.325	-56.573	57.5	5.5
-24.435	-56.08	33	5.2
-25.221	-55.614	33	5.4
-25.212	-55.617	33	5.2
-26.451	-56.106	33	5.1
-24.976	-56.13	33	4.8
-25.543	-57.736	33	4.8
-24.277	-55.906	33	5.3
-72.158	-50.421	33	5.1
-24.522	-56.045	33	5.1
-25.919	-59.047	33	5.2
-26.811	-55.551	33	5
-28.361	-55.141	33	5
-27.093	-55.99	33	5.3
-27.121	-56.427	104.5	5.5
-27.615	-55.949	80	5.3
-22.815	-60.776	33	5.3
-30.175	-56.879	33	5
-23.297	-59.547	10	5
-27.643	-56.042	33	5.4
-30.261	-54.601	33	5.8
-25.494	-58.959	33	5.2
-25.47	-58.956	33	4.8
-57.074	-60.373	10	6.2
-21.969	-60.728	11.8	6.5
-25.819	-59.747	33	4.7
-24.622	-59.573	33	4.8
-30.212	-56.364	33	5.2
-22.201	-60.799	33	4.9
-65.851	-60.623	10	4.8
-72.095	-50.357	10	5.5
-26.537	-56.211	33	4.8
-22.993	-58.961	33	4.4
-26.552	-56.622	106.6	6.1
-25.971	-59.478	21.2	5.5
-27.643	-54.401	41.6	5.6
-26.286	-56.335	33	4.7
-51.661	-53.591	10	5.6
-51.684	-53.655	10	5.5
-25.979	-59.581	33	5.3
-23.559	-57.891	33	4.8
-27.629	-55.633	24.7	5.6
-26.604	-55.898	33	5.1
-26.979	-55.866	33	5.5
-51.727	-53.767	10	5.9
-26.405	-56.665	20.1	6.6
-25.581	-56.316	33	5.4
-25.733	-56.422	33	5.4
-25.785	-56.346	33	5.4
-25.484	-56.499	33	4.6
-25.38	-56.559	10	5.1
-25.49	-56.34	33	5.6
-25.388	-56.388	33	4.9
-26.778	-56.177	33	4.9
-26.101	-59.572	33	5.4
-25.821	-57.261	53	5.4
-27.348	-56.085	33	5.3
-26.271	-59.667	33	4.9
-26.205	-59.274	61	6.7
-27.203	-55.931	33	5.5
-29.68	-57.804	33	5
-26.177	-58.634	110.2	5.6
-23.593	-56	33	5.1
-25.789	-56.694	33	5.1
-27.379	-55.972	129.6	5.4
-29.511	-57.733	33	4.9
-29.131	-57.588	33	4.9
-25.765	-56.522	33	5.7
-29.273	-57.836	16.9	5
-29.263	-57.72	33	5.2
-26.163	-57.821	33	4.8
-59.732	-53.311	21.2	5.2
-26.374	-60.146	33	4.5
-25.83	-58.958	33	4.9
-25.709	-59.624	33	6.3
-25.705	-59.609	33	5.1
-25.664	-59.681	33	5.4
-25.699	-59.879	33	5.2
-25.409	-59.724	33	4.9
-25.996	-59.868	33	5.4
-25.926	-59.971	33	4.4
-25.686	-60.062	33	4.7
-25.719	-59.7	33	6.5
-26.059	-60.411	33	5
-25.967	-59.979	33	5
-27.803	-56.084	115.9	6.3
-26.312	-59.801	33	6.3
-26.344	-59.786	33	5.5
-26.287	-59.888	33	5.2
-26.352	-59.806	33	5.8
-26.137	-59.974	33	5.2
-26.257	-59.894	33	5.1
-26.125	-59.892	33	5.1
-26.234	-59.894	33	5.1
-24.877	-59.56	10	4.8
-26.23	-59.896	33	5.1
-26.203	-59.787	33	5.7
-26.197	-59.856	33	4.7
-25.154	-56.844	33	4.8
-27.142	-55.672	33	5.5
-25.841	-59.031	33	5.4
-26.316	-58.936	33	5.3
-24.491	-56.415	12.9	6.4
-26.302	-59.852	33	5.5
-26.198	-59.85	33	4.8
-25.553	-56.183	33	5.2
-25.606	-59.108	33	4.7
-27.199	-55.959	33	5.1
-27.477	-55.98	113.4	5.4
-25.504	-59.105	33	4.8
-27.681	-55.864	33	5.1
-56.376	-60.549	10	5.8
-27.569	-55.945	33	5.2
-26.596	-55.936	33	4.8
-26.86	-56.097	33	5
-26.052	-59.317	33	5
-27.332	-56.214	110	5.7
-25.012	-58.797	33	5.4
-26.967	-60.079	45.5	5.3
-51.621	-53.651	33	6.6
-51.719	-53.698	10	5
-26.285	-56.083	33	5.1
-26.819	-56.091	33	4.6
-26.557	-54.835	33	5.7
-24.37	-56.273	33	4.8
-25.516	-58.871	33	4.6
-27.082	-57.459	33	5
-25.685	-57.475	33	5.7
-20.446	-60.353	10	5.5
-27.749	-55.702	33	5
-24.353	-56.365	33	5
-25.356	-58.956	10	5
-62.778	-61.017	10	5
-25.655	-57.94	33	5.3
-26.397	-59.653	33	5.7
-27.91	-55.776	33	5.2
-56.121	-62.106	10	5.3
-25.627	-56.406	33	5.7
-25.492	-57.88	33	5.2
-25.861	-59.356	33	4.6
-27.376	-56.137	85.8	5.3
-27.149	-56.098	33	5.2
-52.027	-60.704	10	4.9
-27.379	-56.208	33	5.3
-26.251	-56.914	33	4.7
-27.177	-55.599	33	5
-25.181	-57.96	33	5.4
-25.781	-57.718	33	4.8
-27.675	-56.074	110	5.1
-25.497	-56.967	33	5.6
-27.365	-56.362	81.3	6.6
-24.863	-60.694	33	5.3
-25.538	-58.756	33	5.5
-28.064	-55.527	33	4.7
-26.042	-58.425	33	4.7
-26.412	-59.724	33	3.6
-25.743	-55.466	33	5.1
-26.239	-58.823	161.4	5.4
-25.907	-58.014	33	4.4
-27.896	-55.9	33	5.2
-24.745	-56.102	33	5.2
-27.038	-55.845	33	5.3
-27.167	-56.196	110	5.2
-27.244	-58.868	33	4.8
-25.901	-56.06	30.8	4.8
-27.285	-56.206	130	5.3
-65.883	-57.699	13.9	5.9
-27.021	-56.947	178.7	4.4
-25.319	-56.497	33	5.5
-25.724	-56.627	33	5.4
-24.469	-56.223	33	4.6
-53.603	-61.341	10	4.8
-60.477	-53.867	10	4.9
-26.322	-59.547	33	4.6
-24.691	-57.356	33	4.6
-28.214	-55.95	48.4	6.3
-26.387	-58.991	33	4.4
-25.18	-60.573	33	4.3
-25.41	-57.702	80	4.3
-26.733	-56.7	90	5.5
-20.074	-60.774	10.5	6.5
-27.425	-55.663	33	5.5
-25.2	-58.767	33	4.4
-26.646	-56.09	120	4.7
-65.532	-57.737	10	4.8
-65.481	-57.759	10	4.5
-27.811	-56.037	100	5.2
-27.736	-56.025	100	5.5
-29.246	-55.317	32.2	4.2
-31.548	-60.229	33	5.6
-31.397	-60.398	33	4.7
-27.164	-56.032	70	4.6
-31.496	-60.477	10	4.4
-26.46	-59.739	33	4.7
-31.203	-60.269	10	5.7
-31.697	-60.197	10	5.2
-31.205	-60.36	10	5.3
-31.644	-60.43	10	5.2
-27.242	-56.206	101.3	5.2
-25.416	-58.298	33	4.4
-26.613	-56.333	60.4	5.2
-27.907	-55.38	33	5.5
-27.899	-55.359	33	5.6
-27.706	-55.379	33	4.8
-26.683	-55.203	33	4.5
-27.995	-55.333	33	5.7
-27.962	-55.365	33	5.5
-27.883	-55.312	33	4.3
-26.32	-55.537	120	4.3
-27.654	-55.413	33	5.7
-26.128	-56.271	33	4.4
-26.508	-56.176	33	4.5
-25.697	-59.219	38.6	4.8
-25.567	-58.991	33	4.9
-26.165	-56.792	33	4.8
-25.798	-58.91	33	5.4
-29.015	-59.888	33	4.3
-61.965	-58.628	10	4.1
-23.469	-56.235	10	4.6
-26.111	-58.569	33	4
-28.119	-55.763	150	4.1
-26.995	-55.897	59.9	4.8
-25.397	-57.874	33	5.2
-27.647	-59.924	108.7	4.3
-28.832	-55.934	41.9	6.2
-28.659	-55.656	33	5.6
-25.192	-58.278	33	4.4
-26.02	-57.49	33	4.5
-26.857	-56.2	33	4.3
-26.16	-59.62	33	5.2
-32.04	-55.109	10	4.4
-28.09	-55.316	33	4.5
-24.158	-56.066	33	4.4
-25.128	-58.767	33	5.6
-50.221	-60.418	103.3	4.3
-27.373	-60.266	33	4.3
-26.587	-56.446	33	4.6
-29.46	-55.728	33	4.5
-26.387	-59.642	33	4.4
-29.48	-55.715	33	4.2
-26.698	-56.623	33	4.7
-26.558	-56.297	33	4.7
-26.837	-55.763	33	4.8
-26.584	-55.528	33	4
-52.458	-60.573	46.6	4.5
-29.24	-55.284	33	5.7
-25.523	-57.947	33	4.3
-25.606	-59.026	33	4.7
-26.384	-59.858	33	4.1
-24.811	-60.687	33	4.7
-55.845	-62.142	33	4.7
-27.81	-56.005	124.3	5.4
-27.056	-56.197	100	4.5
-27.002	-56.46	33	4.4
-23.56	-60.814	33	4.1
-25.51	-57.283	33	5.7
-25.837	-59.382	33	4.8
-27.072	-55.574	33	5.5
-25.313	-60.026	33	4.3
-25.764	-59.463	33	4.6
-27.185	-55.892	33	4.6
-25.901	-60.614	10.1	6.2
-25.959	-61.065	33	4.8
-27.273	-56.098	33	4.6
-28.255	-55.812	76.5	4.9
-57.493	-60.918	10	4.7
-66.522	-57.36	10	4.7
-25.433	-60.604	33	4.3
-23.487	-59.807	31.5	4.2
-28.257	-55.15	10	4.3
-27.065	-60.342	90	4.1
-28.179	-55.764	125.1	4.5
-24.882	-56.973	33	4.3
-27.523	-56.157	109	4.7
-25.242	-55.533	33	4.5
-26.885	-58.252	150	4.3
-27.682	-55.946	100	4.3
-76.351	-53.449	10	5.4
-27.64	-55.962	33	4.7
-42.562	-54.19	10	4.7
-26.357	-59.821	33	4.5
-27.07	-59.084	33	5.1
-27.016	-59.603	33	4.1
-27.914	-55.58	100	4.6
-27.105	-55.964	33	4.1
-52.089	-60.344	30	4.4
-27.778	-55.997	136.7	5.3
-26.954	-55.673	33	4.7
-27.09	-56.137	146.8	4.5
-26.352	-55.872	33	4
-29.553	-55.324	23.1	4.4
-29.283	-55.313	33	4.9
-29.472	-55.358	33	4.6
-26.311	-56.72	84	6
-30.683	-55.235	33	4.4
-26.288	-60.275	33	5.2
-28.096	-55.363	33	4.7
-27.953	-55.478	33	4.5
-27.576	-55.979	33	4.6
-21.217	-60.894	33	5.2
-27.216	-56.087	100	4.3
-26.107	-59.539	111.1	4.5
-27.581	-60.04	100	4.3
-56.336	-62.023	33	4.3
-55.5	-62.503	10	4.2
-55.528	-62.482	10	4.3
-32.987	-55.312	33	4.2
-25.113	-60.423	33	4.5
-56.342	-61.998	10	4.1
-27.023	-56.122	100	4.6
-25.648	-59.053	33	4.3
-23.987	-60.999	33	4.3
-27.973	-60.405	33	4
-27.924	-55.78	33	4.6
-26.566	-58.749	100	4.7
-27.649	-55.871	100	4.3
-25.026	-58.635	33	5.5
-28.567	-56.063	250	4.1
-27.012	-56.139	33	5
-25.524	-58.292	33	4.6
-27.838	-55.839	193.2	4.4
-72.378	-52.992	33	5
-27.646	-55.93	140.2	4.2
-27.232	-59.339	33	5.3
-24.721	-55.968	50.9	5.1
-27.905	-56.022	100	4.6
-25.102	-59.133	33	4.4
-24.906	-59.115	33	4.7
-25.582	-58.74	33	5.3
-24.833	-58.96	50	4.6
-27.9	-55.894	150	4.6
-24.841	-58.773	33	4.8
-27.399	-56.06	100	4.9
-24.128	-56.568	33	5.1
-26.046	-55.576	33	5.3
-25.345	-56.513	33	5.3
-26.15	-55.539	33	4.5
-27.186	-55.642	33	4.3
-25.336	-56.464	33	4.6
-28.614	-54.989	33	4.7
-25.796	-54.968	33	4.8
-24.728	-59.235	33	4.9
-27.056	-56.267	114.4	5.2
-27.813	-59.88	100	4.2
-25.998	-58.703	100	4.3
-29.704	-55.463	50	4.7
-25.731	-56.222	33	4.3
-50.832	-60.938	10	4
-32.785	-60.689	10	4.6
-24.343	-56.274	44.5	4.9
-25.746	-58.368	33	4.7
-26.651	-59.939	100	3.7
-27.692	-56.319	100	4.4
-26.475	-59.128	86.7	4.2
-26.605	-55.981	33	4.9
-25.444	-57.351	33	4.7
-25.536	-57.909	54.4	4.4
-28.815	-56.11	10	4.5
-24.954	-60.677	33	4.2
-27.399	-56.37	143.3	5.4
-55.853	-61.732	33	4.1
-26.465	-59.606	33	4.8
-25.371	-56.099	33	4.8
-25.607	-57.38	33	4.8
-27.727	-55.672	33	4.8
-25.566	-56.294	33	4.8
-25.14	-58.667	33	5.2
-25.414	-57.966	33	4.6
-27.647	-55.902	150	4.5
-24.991	-58.664	33	5.3
-26.75	-56.048	33	5
-25.81	-59.615	33	4.4
-26.025	-58.126	150	4.3
-27.683	-55.511	33	5
-25.461	-58.256	33	5
-25.599	-57.893	33	4.8
-25.584	-57.86	33	5.2
-27.227	-59.148	100	4.6
-25.442	-57.863	33	5.2
-26.598	-59.788	100	4.5
-71.687	-52.387	33	4.3
-25.429	-57.905	33	4.5
-25.52	-59.111	33	4.2
-25.406	-57.917	33	4.5
-28.163	-60.286	33	4.4
-26.806	-55.651	33	5.4
-27.385	-56.321	99.4	4.9
-25.466	-57.776	33	6.1
-27.062	-56.109	200	3.9
-25.206	-57.611	33	4.6
-27.005	-55.794	100	4.4
-27.064	-55.914	100	4.5
-26.945	-56.419	33	4.6
-24.962	-56.845	33	5.4
-25.234	-57.327	33	4.8
-26.66	-58.172	150	4.7
-24.738	-57.448	33	4.6
-26.537	-56.986	100	4.6
-26.427	-56.903	33	4.3
-25.302	-57.914	33	4.9
-26.324	-59.259	72.7	4.6
-25.403	-58.66	33	4.4
-25.472	-57.981	33	4.5
-24.975	-60.534	33	5.1
-27.095	-55.911	33	4.1
-27.015	-56.157	200	4
-27.463	-55.943	33	5.1
-26.713	-55.849	33	4.3
-27.672	-55.993	200	4.1
-27.189	-56.234	94.3	5.2
-26.284	-59.604	33	4.3
-27.057	-56.232	100	4.8
-25.332	-58.294	33	5.6
-25.302	-58.372	33	5
-26.939	-55.454	33	3.7
-27.822	-56.262	33	5.4
-26.449	-56.03	10	4.5
-24.479	-60.722	33	5.7
-26.846	-55.606	33	4.6
-26.799	-55.644	33	3.9
-25.438	-57.306	33	4.2
-29.198	-59.739	273.9	6.3
-45.883	-60.58	10	4.7
-25.501	-57.95	33	4.8
-49.658	-60.36	10	4.2
-28.254	-55.358	33	4.5
-25.511	-59.057	33	5.5
-27.475	-56.113	100	4.8
-65.821	-59.414	33	4.7
-25.918	-59.188	33	4.7
-25.401	-58.785	33	4.3
-58.4	-59.059	10	4
-50.673	-60.563	10	4.6
-25.032	-58.805	33	4.4
-26.186	-59.574	33	5.7
-27.489	-56.052	33	4.5
-26.883	-55.796	33	5
-25.677	-58.962	50	4.6
-25.979	-58.833	33	4.5
-26.473	-55.547	33	4.8
-26.175	-59.204	102.2	5.1
-25.162	-59.213	50	4.7
-27.186	-56.339	100	4.8
-25.172	-58.01	33	4.2
-25.983	-56.841	33	4.9
-25.845	-56.315	37.7	5.4
-25.741	-56.363	33	4.6
-25.644	-56.355	33	4.8
-25.286	-57.865	33	4.1
-28.199	-55.517	33	5.5
-31.465	-55.109	33	4.8
-25.668	-58.986	33	4.6
-27.158	-60.236	33	4.7
-27.712	-56.059	128.8	5.4
-27.196	-56.755	166.5	4.6
-25.643	-58.33	33	5.1
-27.487	-55.886	100	4.9
-25.034	-55.723	33	5.3
-28.003	-56.082	100	4.2
-22.893	-59.905	33	5
-25.387	-58.651	33	4.6
-26.697	-58.26	200	4.1
-27.517	-60.036	71.2	4.7
-25.047	-55.694	33	5
-25.38	-58.733	33	5.7
-25.516	-58.952	33	4.3
-26.719	-56.999	33	5.2
-25.971	-58.992	100	4.5
-26.768	-56.116	100	4.7
-27.359	-55.837	33	4.6
-26.578	-59.814	33	4.7
-27.705	-55.948	144.5	4.8
-26.707	-55.949	33	5.3
-27.102	-56.63	200	4.3
-28.291	-55.367	33	5.4
-27.574	-56.154	105.3	4.7
-23.324	-59.54	33	5.2
-71.9	-51.526	33	4.5
-25.041	-58.713	33	5.4
-27.509	-55.812	100	5.1
-26.644	-60.104	33	4.5
-24.444	-58.228	33	4.7
-27.126	-59.374	33	4.6
-27.058	-56.155	100	4.5
-27.587	-56.007	100	4.4
-25.122	-57.906	33	4.5
-29.328	-55.767	33	4.6
-27.609	-56.038	100	5.1
-25.273	-58.808	33	5.4
-25.349	-58.767	33	4.9
-24.875	-58.786	33	5.5
-25.066	-58.762	33	4.8
-27.714	-55.731	100	4.7
-66.237	-57.563	10	4.8
-24.753	-58.859	33	4.4
-27.045	-55.737	33	6
-27.602	-56.142	79.1	5
-26.533	-58.206	151.7	5.6
-26.638	-60.231	33	4.7
-27.051	-56.101	33	4.4
-27.973	-59.049	100	4.2
-25.465	-55.845	33	4.2
-26.579	-55.301	33	4.9
-25.986	-57.403	33	4.7
-25.502	-56.628	33	5.5
-25.398	-56.61	33	5.4
-25.352	-56.618	33	5.8
-25.294	-56.649	33	5.6
-25.571	-56.705	33	5.7
-25.452	-56.605	33	5.5
-25.357	-56.672	33	4.6
-25.747	-56.646	33	5.1
-26.419	-60.449	33	4.4
-26.712	-56.08	33	4.9
-47.477	-60.275	10	5.5
-25.382	-58.027	33	5.3
-24.868	-57.415	33	4.6
-26.24	-58.985	112.4	4.4
-27.291	-56.143	150	4.3
-28.274	-55.611	33	5.1
-26.84	-59.677	33	5.4
-27.722	-59.695	100	4.7
-28.157	-58.647	100	4.9
-25.263	-58.823	33	4.8
-25.531	-57.794	33	4.4
-26.662	-56.554	100	4.9
-27.799	-56.039	103.8	4.4
-27.366	-56.483	109.8	5.6
-28.677	-59.358	300	4
-26.018	-59.617	33	5.3
-26.149	-59.684	33	4.2
-25.064	-57.455	33	4.6
-25.324	-58.656	33	4.5
-27.607	-56.164	100	4.5
-27.31	-56.133	33	4.7
-26.259	-57.798	139.2	4.3
-27.432	-56.39	100	4.9
-30.975	-54.862	33	4.6
-28.987	-60.599	33	4.6
-26.431	-59.853	33	4.4
-27.845	-55.822	100	4.1
-27.32	-56.45	119.7	4.2
-25.639	-57.932	76.1	5.3
-25.741	-59.037	33	4.6
-25.185	-58.749	33	4.8
-27.563	-55.608	33	4.5
-27.078	-57.679	150	5.5
-24.864	-61.054	10	4.4
-26.457	-59.859	33	4.7
-72.226	-50.463	33	4.3
-24.814	-60.178	33	4.4
-29.693	-59.402	33	4.3
-25.663	-57.79	33	4.4
-27.123	-59.465	33	5
-75.254	-51.996	33	4.6
-25.568	-57.217	33	4.6
-55.958	-62.224	10	4.6
-29.092	-55.369	33	4.4
-26.913	-56.388	33	4.5
-25.6	-59.068	33	4.5
-24.952	-60.788	40.8	5.7
-28.829	-55.657	33	5.1
-25.366	-61.228	33	4.6
-27.621	-56.018	135	4.9
-26.398	-58.947	137.6	4.6
-75.973	-50.396	33	5
-25.378	-58.871	33	4.4
-25.4	-58.556	33	4.6
-27.221	-56.997	33	4.9
-24.891	-59.416	33	4.5
-46.839	-53.039	10	5.8
-27.638	-56.274	95.9	5.5
-25.09	-60.768	33	4.8
-21.452	-60.571	33	4
-25.718	-59.05	33	4.8
-28.863	-58.972	33	4.3
-63.395	-55.943	33	4.1
-62.999	-55.779	33	4.3
-30.188	-55.811	33	4.3
-47.467	-60.202	33	5.4
-47.265	-60.36	33	4.6
-26.289	-58.898	151.6	4.1
